"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자
G1696,대전광역시,동구,5,10,가양로,1,,대전광역시 동구 가양동336-1,36.3407501,127.4418491,대전광역시 동구 가양로 61 (가양동336-1) 가양초교네거리,2,30,,,2,2018,대전지방경찰청,042-609-2852,2020-08-31
G1697,대전광역시,서구,5,10,벌곡로,1,,대전광역시 서구 가수원동471,36.3020401,127.3542901,대전광역시 서구 벌곡로 1358 (가수원동474) 가수원초교삼거리,2,40,,,2,2018,대전지방경찰청,042-609-2852,2020-08-31
G1698,대전광역시,서구,5,10,구봉로,1,,대전광역시 서구 관저동1152,36.2962501,127.3348881,대전광역시 서구 관저중로 61 (관저동1152) 선암초교네거리,2,50,,,2,2018,대전지방경찰청,042-609-2852,2020-08-31
G1699,대전광역시,서구,5,10,관저로,1,,대전광역시 서구 관저동1133,36.2988031,127.3295811,대전광역시 서구 관저로 75 (관저동1133) 구봉초교네거리,2,50,,,2,2018,대전지방경찰청,042-609-2852,2020-08-31
G1700,대전광역시,서구,5,10,동서대로,1,,대전광역시 서구 내동13-1,36.3303731,127.3783281,대전광역시 서구 동서대로1063번길 13 (내동13-1) 내동초교삼거리,2,60,,,2,2018,대전지방경찰청,042-609-2852,2020-08-31
G1701,대전광역시,서구,5,10,복수동로,1,,대전광역시 서구 복수동452,36.3008301,127.3788141,대전광역시 서구 복수동로 26 (복수동452) 신계초교네거리,2,40,,,2,2018,대전지방경찰청,042-609-2852,2020-08-31
G1702,대전광역시,대덕구,5,10,대청로,1,,대전광역시 대덕구 신탄진동52-1,36.4540191,127.4370011,대전광역시 대덕구 대청로 63 (신탄진동84-3) 용정초교네거리,2,30,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1703,대전광역시,대덕구,5,10,대덕대로,1,,대전광역시 대덕구 석봉동308-7,36.4495681,127.4210321,대전광역시 대덕구 석봉로3번길 50 (석봉동308-7) 신탄진초교 앞,2,50,,,2,2019,대전지방경찰청,042-609-2852,2020-08-31
G1704,대전광역시,서구,5,10,갑천도시고속도로,1,,대전광역시 서구 월평동314,36.3560721,127.3568101,대전광역시 서구 월평서로 22 (월평동314) 월평초교삼거리,2,60,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1705,대전광역시,서구,5,10,문정로,1,,대전광역시 서구 둔산동1813,36.3514351,127.3953351,대전광역시 서구 문정로 180 (둔산동1813) 문정네거리,2,60,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1706,대전광역시,서구,5,10,갑천도시고속도로,1,,대전광역시 서구 만년동8,36.3681941,127.3732511,대전광역시 서구 만년로 3 (만년동8) 둔천초교삼거리,2,60,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1707,대전광역시,서구,5,10,갈마역로,1,,대전광역시 서구 월평동221,36.3623091,127.3744531,대전광역시 서구 갈마역로 139 (월평동221) 한아름네거리,2,30,,,2,2019,대전지방경찰청,042-609-2852,2020-08-31
G1708,대전광역시,유성구,5,10,문화원로,1,,대전광역시 유성구 장대동348,36.3610751,127.3384921,대전광역시 유성구 문화원로19번길 16 (장대동348) 장대초교네거리,2,30,,,2,2019,대전지방경찰청,042-609-2852,2020-08-31
G1709,대전광역시,유성구,5,10,노은로,1,,대전광역시 유성구 지족동850,36.3797181,127.3176831,대전광역시 유성구 노은서로 238 (지족동850) 지족초교네거리,2,60,,,2,2019,대전지방경찰청,042-609-2852,2020-08-31
G1710,대전광역시,유성구,5,10,원신흥남로,1,,대전광역시 유성구 원신흥동555,36.3335851,127.3383431,대전광역시 유성구 원신흥남로 20 (원신흥동555) 흥도초교네거리,2,30,,,2,2019,대전지방경찰청,042-609-2852,2020-08-31
G1711,대전광역시,유성구,5,10,과학로,1,,대전광역시 유성구 신성동 8-6,36.3826761,127.3550251,대전광역시 유성구 과학로 200 (신성동 8-6) 사이언스어린이집 앞,2,50,,,2,2019,대전지방경찰청,042-609-2852,2020-08-31
G1865,대전광역시,동구,5,10,대전로,1,,대전광역시 동구 구도동 313-36,36.2730143,127.4695499,대전광역시 동구 구도동 313-36(대전로) 구도삼거리,2,60,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1866,대전광역시,동구,5,10,동대전로,1,,대전광역시 동구 가양동 420-3,36.3477029,127.4440475,대전광역시 동구 동대전로305 (가양동 420-3) 목양장로교회 앞,1,50,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1867,대전광역시,서구,5,10,벌곡로,1,,대전광역시 서구 흑석동 847,36.2545148,127.3402835,대전광역시 서구 벌곡로 647(흑석동 847) 흑석네거리,1,60,,,1,2019,대전지방경찰청,042-609-2852,2020-08-31
G1868,대전광역시,서구,5,10,신갈마로,1,,대전광역시 서구 갈마동 410-2,36.3408241,127.3666818,대전광역시 서구 신갈마로 66-17(갈마동 410-2) 갈마도서관 앞,1,50,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1869,대전광역시,유성구,5,10,계백로,1,,대전광역시 유성구 방동 666-3,36.2707437,127.2734536,대전광역시 유성구 방동 666-3 두계2교 삼거리(현대오일뱅크 앞),1,70,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1870,대전광역시,유성구,5,10,갑천로,1,,대전광역시 유성구 탑립동 234-2,36.4233301,127.4089534,대전광역시 유성구 탑립동 234-2 미건테크노 입구 삼거리,1,60,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1871,대전광역시,중구,5,10,대흥로,1,,대전광역시 중구 대흥동 532-15,36.3230668,127.4174991,대전광역시 중구 대흥동 532-15 예술가의집네거리,2,50,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1872,대전광역시,대덕구,5,10,한밭대로,1,,대전광역시 대덕구 오정동 69-1,36.3574541,127.4084653,대전광역시 대덕구 한밭대로 988(오정동 69-1) 농수산시장 앞 네거리,2,50,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1873,대전광역시,유성구,5,10,계백로,1,,대전광역시 유성구 방동 산20-9,36.2849629,127.3106344,대전광역시 유성구 방동 산20-9 방동저수지 전 삼거리,2,70,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G1874,대전광역시,유성구,5,10,대덕대로,1,,대전광역시 유성구 관평동 1344,36.4285097,127.3863156,대전광역시 유성구 관평동 1344 미래로네거리,2,50,,,,2019,대전지방경찰청,042-609-2852,2020-08-31
G2890,대전광역시,중구,5,10,보문산로,1,,대전광역시 중구 문화동122,36.3100347,127.4107881,대전광역시 중구 보문산로 291 (문화동122) 한밭도서관 뒤,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2891,대전광역시,중구,5,10,동서대로,1,,대전광역시 중구 태평동409-17,36.3262866,127.3925866,대전광역시 중구 동서대로 1194 (태평동409-17) 강남한의원 앞,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2892,대전광역시,서구,5,10,계백로,1,,대전광역시 서구 정림동 503,36.3074366,127.3647721,대전광역시 서구 계백로 1278 (정림동 503) 정림삼거리 (→도마3가),2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2893,대전광역시,서구,5,10,계룡로,1,,대전광역시 서구 탄방동 81-20,36.3385771,127.3932732,대전광역시 서구 계룡로 639 (탄방동 81-20) 용문역네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2894,대전광역시,서구,5,10,유등로,1,,대전광역시 서구 둔산동 2281,36.3491201,127.4020763,대전광역시 서구 유등로 (둔산동 2281) 삼천교네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2895,대전광역시,서구,5,10,대덕대로,1,,대전광역시 서구 둔산동 950,36.3579855,127.3797711,대전광역시 서구 대덕대로 (둔산동 950) 정부청사역네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2896,대전광역시,서구,5,10,한밭대로,1,,대전광역시 서구 둔산동911,36.3579034,127.3950435,대전광역시 서구 한밭대로 (둔산동911) 재뜰네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2897,대전광역시,서구,5,10,계룡로,1,,대전광역시 서구 갈마동 274-4,36.3541059,127.3640854,대전광역시 서구 계룡로 318 (갈마동 274-4) 대전일보 앞 네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2898,대전광역시,서구,5,10,계룡로,1,,대전광역시 서구 탄방동 518-2,36.3444278,127.3797549,대전광역시 서구 계룡로 510 (탄방동 518-2) 숭어리샘네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G2899,대전광역시,유성구,5,10,계룡로,1,,대전광역시 유성구 봉명동 551-11,36.3538726,127.3419626,대전광역시 유성구 계룡로 지하 97 (봉명동 551-11) 유성네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3110,대전광역시,유성구,5,10,현충원로,1,,대전광역시 유성구 구암동 692,36.3606985,127.3052271,대전광역시 유성구 현충원로 (구암동 692) 덕명네거리 (→공주),2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3121,대전광역시,동구,5,10,동부로,1,,대전광역시 동구 판암동 518-3,36.3193281,127.4566699,대전광역시 동구 동부로 23 (판암동 518-3) 어르신복지관 앞 삼거리 (실버존),2,40,,,1,2020,대전지방경찰청,042-609-2852,2020-08-31
G3122,대전광역시,대덕구,5,10,신탄진로,1,,대전광역시 대덕구 상서동 261-15,36.4293384,127.4216725,대전광역시 대덕구 신탄진로 546 (상서동 261-15) 상서삼거리,1,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3123,대전광역시,유성구,5,10,문지로,1,,대전광역시 유성구 문지동 475-1,36.3909453,127.3939277,대전광역시 유성구 문지로 132 (문지동 475-1) 국립문화재연구소 앞,1,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3124,대전광역시,유성구,5,10,북유성대로,1,,대전광역시 유성구 지족동 22-5,36.3746939,127.3257833,대전광역시 유성구 북유성대로 87 (지족동 22-5) 유성선병원 앞,1,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3125,대전광역시,중구,5,10,대종로,1,,대전광역시 중구 선화동 74-4,36.3339101,127.4197145,대전광역시 중구 대종로 578 (선화동 74-4) 대종로네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3126,대전광역시,동구,5,10,동서대로,1,,대전광역시 동구 용전동 63-35,36.3497466,127.4375458,대전광역시 동구 동서대로 1689 (용전동 63-35) 복합터미널 앞 삼거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3127,대전광역시,서구,5,10,계룡로,1,,대전광역시 서구 갈마동 261-10,36.3534622,127.3687418,대전광역시 서구 계룡로 357 (갈마동 261-10) 갈마네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3128,대전광역시,서구,5,10,계백로,1,,대전광역시 서구 가수원동 1061,36.3054005,127.3528757,대전광역시 서구 계백로 1161 (가수원동 1061) 가수원네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3129,대전광역시,유성구,5,10,구즉세종로,1,,대전광역시 유성구 둔곡동 산10-5,36.4666603,127.3652665,대전광역시 유성구 구즉세종로 (둔곡동 산10-5) 둔곡터널 전(→대전) (시점),1,80,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3130,대전광역시,대덕구,5,10,구즉세종로,1,,대전광역시 대덕구 신일동 18-2,36.4252466,127.4123598,대전광역시 대덕구 구즉세종로 (신일동 18-2) 시알들네거리 합류지점 (종점),1,80,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G3378,대전광역시,서구,5,10,배재로,1,,대전광역시 서구 도마동 24-47,36.3238145,127.3704798,대전광역시 서구 배재로 172번길 3 (도마동 24-47) 도마초 입구 삼거리 (스쿨존),2,30,,,2,2020,대전지방경찰청,042-609-2852,2020-08-31
G4257,대전광역시,중구,5,10,보문산로,1,,대전광역시 중구 문화동 560-10,36.3053832,127.3975487,대전광역시 중구 보문산로 155 (문화동 560-10) 동양맨션 앞,1,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4258,대전광역시,중구,5,10,충무로,1,,대전광역시 중구 부사동 89-8,36.3191379,127.4317039,대전광역시 중구 충무로 138 (부사동 89-8) 충무로네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4259,대전광역시,동구,5,10,계족로,1,,대전광역시 동구 가양동 709-3,36.3391129,127.4374868,대전광역시 동구 계족로 300 (가양동 709-3) 동부소방서네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4260,대전광역시,동구,5,10,동대전로,1,,대전광역시 동구 가양동 416-7,36.3457327,127.4459411,대전광역시 동구 동대전로 278 (가양동 416-7) 가양네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4261,대전광역시,동구,5,10,새울로,1,,대전광역시 동구 판암동 287-2,36.3196566,127.4618412,대전광역시 동구 새울로 13 (판암동 287-2) 판암동성당 앞,2,40,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4262,대전광역시,서구,5,10,계백로,1,,대전광역시 서구 도마동 175-23,36.3130606,127.3803986,대전광역시 서구 계백로 1432 (도마동 175-23) 도마네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4263,대전광역시,서구,5,10,구봉산북로,1,,대전광역시 서구 관저동 1983,36.2932951,127.3281599,대전광역시 서구 구봉산북로 52 (관저동 1983) 더샵A 209동 앞 삼거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4264,대전광역시,대덕구,5,10,신탄진로,1,,대전광역시 대덕구 신탄진동 120-15,36.4511492,127.4289521,대전광역시 대덕구 신탄진로 830 (신탄진동 120-15) 신탄진네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4265,대전광역시,대덕구,5,10,계족로,1,,대전광역시 대덕구 중리동 151-8,36.3630701,127.4308832,대전광역시 대덕구 계족로 577 (중리동 151-8) 현대빌딩 앞,1,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4266,대전광역시,대덕구,5,10,우암로,1,,대전광역시 대덕구 비래동 131-19,36.3581453,127.4512572,대전광역시 대덕구 우암로 460 (비래동 131-19) 금성백조 101동 앞,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4267,대전광역시,서구,5,10,대덕대로,1,,대전광역시 서구 월평동 282,36.3595733,127.3791219,대전광역시 서구 대덕대로 (월평동 282) 선사유적네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4268,대전광역시,서구,5,10,대덕대로,1,,대전광역시 서구 둔산동 1040,36.3512285,127.3780168,대전광역시 서구 대덕대로 203 (둔산동 1040) 은하수네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4269,대전광역시,서구,5,10,한밭대로,1,,대전광역시 서구 월평동 312,36.3585557,127.3641552,대전광역시 서구 한밭대로 지하 595 (월평동 312) 월평역네거리,2,50,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4270,대전광역시,유성구,5,10,유성대로,1,,대전광역시 유성구 교촌동 118-53,36.3146902,127.3155804,대전광역시 유성구 유성대로 (교촌동 118-53) 한우물네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4271,대전광역시,유성구,5,10,유성대로,1,,대전광역시 유성구 복용동 175-6,36.3414421,127.3199417,대전광역시 유성구 유성대로 (복용동 175-6) 복용삼거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
G4272,대전광역시,유성구,5,10,테크노2로,1,,대전광역시 유성구 용산동 520-1,36.4273702,127.4024089,대전광역시 유성구 테크노2로 139 (용산동 520-1) 용신교네거리,2,60,,,,2020,대전지방경찰청,042-609-2852,2020-08-31
